date,Nadir_Reflectance_Band1
2002-01-01,0.09897073402561606
2002-01-02,0.09654831879856472
2002-01-03,0.09638684504431715
2002-01-04,0.09633171351852299
2002-01-05,0.09718148896228886
2002-01-06,0.09711114701898627
2002-01-07,0.09767073640187243
2002-01-08,0.09760926264762491
2002-01-09,0.09714332390751604
2002-01-10,0.09722498871278189
